"id";"artista";"musica";"generos";"genero_principal";"album";"key";"duracao";"popularidade";"acustico";"discurso";"vivacidade";"instrumentalidade";"energia";"tempo";"time_signature";"sonoridade";"dancabilidade";"valencia"
"697bFWgzBRm6bmnYWd8GyD";"Cornelia Jakobs";"Hold Me Closer";"swedish pop";"Pop";"Hold Me Closer";"Fs";199426;60;0,107;0,0382;0,145;0;0,616;96,819;4;-7,599;0,489;0,168
"4U38hORPx8SsUAXGumsUYN";"Halsey";"Hold Me Down";"dance pop, electropop, etherpop, indie poptimism, pop";"Pop";"BADLANDS (Deluxe)";"Cs";204785;55;0,279;0,0882;0,119;0;0,744;145,928;4;-4,512;0,677;0,531
"0Q9vbV7G2Q6lts13nY9YGP";"Fall Out Boy";"HOLD ME TIGHT OR DON’T";"emo, modern rock";"Rock";"MANIA";"Fs";210360;56;0,00699;0,0523;0,108;2,9e-06;0,925;95,987;4;-4,366;0,582;0,788
"6TNN9i2o484cOTck3KUARi";"Conrad Sewell";"Hold Me Up";"australian pop";"Pop";"Hold Me Up";"G";206560;36;0,0656;0,033;0,241;1,86e-05;0,748;114,983;4;-5,961;0,619;0,299
"60iSKGrGazRzICtMjADNSM";"Lewis Capaldi";"Hold Me While You Wait";"pop, uk pop";"Pop";"Divinely Uninspired To A Hellish Extent";"B";205686;74;0,443;0,0333;0,0995;0;0,53;106,958;4;-5,507;0,688;0,162
"1i1rNVtxbE7rdFfpHuNq2j";"Jess Glynne";"Hold My Hand";"dance pop, neo mellow, pop, pop dance, post-teen pop, tropical house, uk pop";"Pop";"Hold My Hand";"C";227343;56;0,00159;0,0289;0,0776;0;0,823;122,977;4;-5,717;0,642;0,431
"0oWraSo5ASJ0h1BEagTyEw";"Lady Gaga";"Hold My Hand";"art pop, dance pop, pop";"Pop";"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")";"G";225300;75;0,0387;0,0313;0,401;0;0,617;147,708;3;-4,287;0,519;0,222
"1nahzW3kfMuwReTka28tH5";"Justin Bieber";"Hold On";"canadian pop, pop";"Pop";"Justice";"Cs";170813;72;0,0104;0,0431;0,12;0;0,634;140,002;4;-6,068;0,658;0,302
"6bGMSP3H9YqkmaLnaJTIoF";"Adele";"Hold On";"british soul, pop, pop soul, uk pop";"Pop";"30";"C";366004;64;0,858;0,0433;0,165;1,15e-05;0,364;165,902;4;-7,814;0,366;0,459
"6jdOi5U5LBzQrc4c1VT983";"Drake";"Hold On, We're Going Home";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Nothing Was The Same (Deluxe)";"Fs";227880;70;0,00411;0,0961;0,0733;3,4e-05;0,414;99,993;4;-7,436;0,773;0,289
"6OrTKLtcF7EBayOV2QqkSK";"Southside";"Hold That Heat (feat. Travis Scott)";"atl hip hop";"HipHop";"Hold That Heat (feat. Travis Scott)";"D";221538;66;0,0295;0,0442;0,397;0;0,608;130,045;4;-6,386;0,744;0,0692
"6EBlOYNcZ8MrdEov9lEdV6";"Avicii";"Hold The Line (feat. A R I Z O N A)";"dance pop, edm, pop, pop dance, pop rap";"Pop";"TIM";"A";171785;58;0,329;0,0341;0,0803;2,56e-05;0,554;98,045;4;-7,005;0,648;0,372
"0rzNMzZsubFcXSEh7dnem7";"Beyoncé";"Hold Up";"dance pop, pop, r&b";"Pop";"Lemonade";"C";221093;65;0,745;0,405;0,521;0;0,397;80,744;4;-11,936;0,524;0,552
"2Ima72UXnfvR539afL3SAF";"DJ Khaled";"Hold You Down (feat. Chris Brown, August Alsina, Future & Jeremih)";"hip hop, miami hip hop, pop rap, rap, southern hip hop, trap";"Pop";"I Changed A Lot (Deluxe)";"Fs";293120;58;0,195;0,0683;0,141;0;0,681;151,875;3;-4,158;0,525;0,437
"19Az4r4Tb5VKSnajMPg8hb";"Disclosure";"Holding On";"edm, house, pop, uk dance";"Pop";"Caracal (Deluxe)";"F";315000;48;0,139;0,333;0,241;0,000246;0,804;124,004;4;-5,207;0,71;0,845
"0ADbpLjI7jngmuTyhdwl8D";"Ellie Goulding";"Holding On For Life";"dance pop, edm, electropop, indietronica, metropopolis, pop, uk pop";"Pop";"Delirium (Deluxe)";"A";255231;32;0,068;0,0439;0,142;0;0,737;113,9;4;-5,39;0,573;0,436
"6zFMeegAMYQo0mt8rXtrli";"Lil Nas X";"HOLIDAY";"lgbtq+ hip hop, pop";"Pop";"HOLIDAY";"F";154997;70;0,12;0,164;0,0832;0;0,511;151,947;4;-6,924;0,81;0,837
"6nV2dFZXpv1JlqDWBeTXRl";"KSI";"Holiday";"uk hip hop";"HipHop";"Holiday";"Gs";193733;60;0,152;0,0878;0,101;0;0,684;87,188;4;-7,347;0,356;0,347
"5428XgSLRJfpMRN3r6YXob";"Little Mix";"Holiday";"dance pop, girl group, pop, post-teen pop, talent show, uk pop";"Pop";"Confetti";"F";213600;54;0,0875;0,185;0,0618;0;0,68;106,106;4;-6,007;0,691;0,676
"08Wc3X7XNSyF8WYBPt2L8E";"Calvin Harris";"Holiday (feat. Snoop Dogg, John Legend & Takeoff)";"dance pop, edm, electro house, house, pop, progressive house, uk dance";"Pop";"Funk Wav Bounces Vol.1";"Fs";169693;46;0,472;0,0773;0,0804;0,00157;0,769;103,991;4;-2,334;0,836;0,585
"67K4DYiDFxAPbGLKk6ONQD";"Tori Kelly";"Hollow";"dance pop, pop, post-teen pop";"Pop";"Unbreakable Smile (Deluxe)";"D";211653;29;0,037;0,0362;0,245;4,3e-05;0,527;125,949;4;-7,25;0,415;0,294
"67mgz7S5y7hnCE63YBjfO6";"Michael Bublé";"Holly Jolly Christmas";"adult standards, canadian pop, jazz pop, lounge";"Pop";"Christmas (Deluxe Special Edition)";"C";121526;65;0,857;0,0417;0,0898;0;0,427;151,433;4;-8,639;0,609;0,741
"09QdgwpOqiVIdh27bPoOt5";"Sfera Ebbasta";"Hollywood (feat. Diplo)";"italian hip hop, italian pop, trap italiana, trap latino";"Pop";"Famoso";"D";191869;47;0,153;0,0366;0,0948;0;0,708;137,973;4;-6,336;0,848;0,926
"0P2Dxoy0mdzM9NlFQoLZbc";"Gorillaz";"Hollywood (feat. Snoop Dogg & Jamie Principle)";"alternative hip hop";"HipHop";"The Now Now";"G";293493;48;0,0249;0,0926;0,211;7,67e-05;0,631;104,126;4;-10,338;0,685;0,72
"7sWRlDoTDX8geTR8zzr2vt";"Post Malone";"Hollywood's Bleeding";"dfw rap, melodic rap, rap";"Rap";"Hollywood's Bleeding";"E";156266;73;0,331;0,0476;0,103;0;0,646;130,218;4;-3,206;0,405;0,17
"5u1n1kITHCxxp8twBcZxWy";"Justin Bieber";"Holy (feat. Chance The Rapper)";"canadian pop, pop";"Pop";"Holy";"Fs";212093;69;0,196;0,36;0,0898;0;0,704;86,919;4;-8,056;0,673;0,372
"7EBg0P4VY9IHBF5hq6WQZS";"Future";"HOLY GHOST";"atl hip hop, rap, southern hip hop, trap";"HipHop";"I NEVER LIKED YOU";"B";170266;54;0,0215;0,31;0,253;2,27e-05;0,719;157,997;4;-4,56;0,784;0,293
"6AHNkRbVzkh95xilnYzDT7";"A$AP Rocky";"Holy Ghost (feat. Joe Fox)";"east coast hip hop, hip hop, rap, trap";"HipHop";"AT.LONG.LAST.A$AP";"As";191200;54;0,127;0,198;0,349;0;0,78;75,549;4;-6,491;0,514;0,331
"661CJWXysgwKXI1dreYNBU";"Taylor Swift";"Holy Ground (Taylor's Version)";"pop";"Pop";"Red (Taylor's Version)";"A";202960;45;0,0288;0,0638;0,109;0,00218;0,809;156,894;4;-5,623;0,622;0,511
"5WSYEQSBKIuibgoQTn8eeU";"Trippie Redd";"Holy Smokes (feat. Lil Uzi Vert)";"melodic rap, rap, trap";"Rap";"Trip At Knight (Complete Edition)";"Fs";181714;58;0,195;0,368;0,142;0;0,491;184,344;5;-5,703;0,422;0,67
"6Yc3tjFCVR2bfAQFRTZBef";"BTS";"HOME";"k-pop, k-pop boy group";"Pop";"MAP OF THE SOUL : PERSONA";"G";234177;69;0,0144;0,0427;0,194;0;0,799;142,991;4;-4,625;0,633;0,534
"5UcphALlWd7sBBySclJvAi";"One Direction";"Home";"boy band, pop, post-teen pop, talent show";"Pop";"Rarities - EP";"A";194906;59;0,0115;0,0853;0,0851;0;0,867;78,814;4;-5,397;0,42;0,63
"4aTtHoSBB0CuQGA6vXBNyp";"Martin Garrix";"Home (feat. Bonn)";"dance pop, dutch edm, edm, electro house, pop, pop dance, progressive house, tropical house";"Pop";"Home (feat. Bonn)";"Gs";239067;50;0,0655;0,0307;0,132;4,07e-06;0,612;128,114;4;-4,855;0,466;0,236
"0OI7AFifLSoGzpb8bdBLLV";"Machine Gun Kelly";"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)";"ohio hip hop, pop, pop rap";"Pop";"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]";"Ds";202804;68;0,00413;0,213;0,0537;0;0,718;82,034;4;-5,232;0,653;0,216
"6bzWp9PgSz1CtDVWijf7aa";"Maria Mena";"Home for Christmas";"candy pop, norwegian pop, norwegian singer-songwriter";"Pop";"Home For Christmas";"Ds";232000;39;0,926;0,0454;0,117;0;0,144;134,03;4;-15,021;0,513;0,429
"7fYOZjdpOv8dBtzPnXysOG";"blink-182";"Home Is Such A Lonely Place";"pop punk, punk, rock, socal pop punk";"Rock";"California";"D";201480;49;0,00877;0,0324;0,111;1,47e-06;0,672;115,001;4;-5,679;0,331;0,211
"3zNUOVnTALQXmPrkyoUgrm";"Justin Bieber";"Home To Mama";"canadian pop, pop";"Pop";"Acoustix 3";"D";203266;47;0,949;0,0683;0,118;0,000147;0,302;90,004;4;-11,119;0,716;0,492
"6Z3KPGftGu9ZVvkAY8SaZa";"Madison Beer";"Home with You";"alt z, dance pop, pop, post-teen pop";"Pop";"As She Pleases";"G";190576;57;0,0646;0,0873;0,0952;0;0,6;170,128;4;-6,137;0,631;0,732
"6vxU64pcIuQ38O015Zy4qj";"Lil Uzi Vert";"Homecoming";"melodic rap, philly rap, rap, trap";"Rap";"Eternal Atake";"A";213884;67;0,000592;0,49;0,244;0;0,563;129,957;4;-7,428;0,929;0,353
"2kR18wsL3gvXRXdNE4dCGc";"Zac Brown Band";"Homegrown";"contemporary country, country, country road, modern country rock";"Rock";"JEKYLL + HYDE";"Fs";205000;65;0,0244;0,0297;0,0905;0,000122;0,807;105,024;4;-3,976;0,712;0,936
"02oAUzv4M0ItuTDy2RT3IT";"Lorde";"Homemade Dynamite";"art pop, metropopolis, nz pop, pop";"Pop";"Melodrama";"As";189796;58;0,287;0,0577;0,0934;2,75e-06;0,431;107,047;4;-5,423;0,771;0,268
"7rdUtXasA973gmrr2Xxh3E";"Lorde";"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX";"art pop, metropopolis, nz pop, pop";"Pop";"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]";"C";214254;64;0,229;0,0764;0,127;0;0,548;106,996;4;-4,997;0,781;0,175
"7kh95COsNZjnTmc6aF76n7";"Paulo Londra";"Homerun (Intro)";"argentine hip hop, trap argentino, trap latino, urbano latino";"HipHop";"Homerun";"F";149504;60;0,669;0,0593;0,0972;0;0,264;135,117;4;-9,37;0,822;0,672
"7M2tXmeS15NAzEn7ABFeBg";"Logic";"Homicide (feat. Eminem)";"conscious hip hop, dmv rap, hip hop, pop rap, rap";"Pop";"Confessions of a Dangerous Mind";"As";245386;70;0,137;0,398;0,167;0;0,759;140,055;4;-5,667;0,694;0,77
"3zHhVSChHSGpr9UqQLT86t";"The Cratez";"Honda Civic";"german hip hop";"HipHop";"Honda Civic";"Cs";158060;33;0,282;0,164;0,0759;0,00769;0,782;93,35;4;-5,471;0,704;0,346
"6KjbNLbRjuoa8rEq5yNA6H";"The Chainsmokers";"Honest";"dance pop, edm, electropop, pop, pop dance, tropical house";"Pop";"Memories...Do Not Open";"C";208000;53;0,0121;0,0465;0,385;8,5e-05;0,514;100,035;4;-10,772;0,673;0,312
"64GT5ReOko7xx6Nc7D8JsS";"Shawn Mendes";"Honest";"canadian pop, dance pop, pop, viral pop";"Pop";"Illuminate (Deluxe)";"A";199186;51;0,249;0,0626;0,0637;0;0,601;116,965;4;-6,249;0,821;0,712
"2KdKh9vHbKW0tZLqtpxxI0";"Justin Bieber";"Honest (feat. Don Toliver)";"canadian pop, pop";"Pop";"Honest";"Gs";193322;67;0,127;0,0698;0,105;8,16e-05;0,655;150,002;4;-6,779;0,81;0,809
"4MflGTO2ZTcSQ12bWcyRgI";"Andy Grammer";"Honey, I'm Good.";"dance pop, neo mellow, pop, pop rap, pop rock, post-teen pop";"Rock";"Magazines Or Novels";"A";199263;67;0,0324;0,0546;0,351;0;0,775;122,014;4;-7,289;0,752;0,595
"4X5zaUdlRhvBWYnyQIKmH8";"Lana Del Rey";"Honeymoon";"art pop, pop";"Pop";"Honeymoon";"F";350058;58;0,953;0,036;0,111;0,00828;0,269;74,847;3;-13,265;0,169;0,173
"5ErGQcHEA8ws2rVp3Xx06Z";"Agust D";"Honsool";"k-rap";"Rap";"D-2";"Cs";219808;51;0,00036;0,0606;0,157;0,00719;0,574;71,984;4;-8,886;0,478;0,187
"6xMBPfgaEQKshwp7oYrtP4";"AK AUSSERKONTROLLE";"Hood";"german hip hop";"HipHop";"Hood";"As";199644;43;0,0265;0,402;0,143;0;0,435;122,061;4;-8,69;0,874;0,609
"2UOYzhusMTypF7oAQwksCj";"Kendrick Lamar";"Hood Politics";"conscious hip hop, hip hop, rap, west coast rap";"HipHop";"To Pimp A Butterfly";"Fs";292520;57;0,145;0,376;0,12;0;0,661;87,912;4;-6,562;0,731;0,369
"3RZftiuTcLOqpsd8ZlwNhr";"Young Thug";"Hop Off A Jet (feat. Travis Scott)";"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap";"Pop";"So Much Fun (Deluxe)";"G";174066;52;0,0115;0,242;0,213;0;0,476;144,998;4;-8,951;0,823;0,353
"2ZRo7axmMPeSVUvDbGkJah";"XXXTENTACION";"Hope";"emo rap, miami hip hop";"HipHop";"?";"A";110886;82;0,661;0,0603;0,146;0,000331;0,457;146,04;4;-6,081;0,592;0,225
"4BiiOzZCrXEzHRLYcYFiD5";"The Chainsmokers";"Hope";"dance pop, edm, electropop, pop, pop dance, tropical house";"Pop";"Sick Boy";"Cs";180120;61;0,488;0,0958;0,0814;3,6e-06;0,699;104,941;4;-5,982;0,773;0,513
"0fB77VOZ2FkQeKLv1DuEwp";"Lana Del Rey";"hope is a dangerous thing for a woman like me to have - but I have it";"art pop, pop";"Pop";"Norman Fucking Rockwell!";"E";324498;65;0,964;0,0635;0,162;0;0,104;86,675;4;-13,208;0,49;0,278
"3eZD5DZGibwxMAOaCMBg3k";"BLACKPINK";"Hope Not";"k-pop, k-pop girl group";"Pop";"KILL THIS LOVE";"E";191030;58;0,441;0,0274;0,0867;0;0,423;110,086;4;-4,998;0,556;0,179
"1zejeOnykpCoyVSit6Bwp3";"Olivia Rodrigo";"hope ur ok";"pop";"Pop";"SOUR";"C";209560;70;0,388;0,0644;0,103;1e-05;0,298;77,253;4;-12,181;0,443;0,172
"7IBSffWIu7P2MC7kMwy2FM";"Wiz Khalifa";"Hopeless Romantic (feat. Swae Lee)";"dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap";"Pop";"Rolling Papers 2";"A";226742;63;0,307;0,0587;0,0929;0;0,477;127,023;4;-7,379;0,877;0,552
"5BUq9bdtsm3LWw5laJeJ4R";"Olivia Newton-John";"Hopelessly Devoted To You - From “Grease”";"adult standards, australian dance, disco, mellow gold, new wave pop, soft rock";"Rock";"Grease (The Original Motion Picture Soundtrack)";"B";185360;68;0,292;0,03;0,121;0,0131;0,338;110,581;3;-13,101;0,59;0,322
"6x0uACJk7sE0phl6FsPmg6";"MERO";"Hops";"german hip hop";"HipHop";"YA HERO YA MERO";"B";154426;40;0,177;0,0745;0,114;0;0,623;129,991;4;-8,854;0,854;0,468
"5Pg4qYTcvCUBBq3jBhKq0t";"Daddy Yankee";"HOT";"latin hip hop, reggaeton, urbano latino";"HipHop";"LEGENDADDY";"B";154493;66;0,0223;0,243;0,35;0;0,677;130,027;4;-6,422;0,898;0,578
"5Z8HZM6iQMhhqyPcCGY5g9";"Young Thug";"Hot (feat. Gunna)";"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap";"Pop";"So Much Fun";"C";193026;68;0,063;0,235;0,0772;0;0,651;111,997;4;-8,044;0,855;0,559
"4ea9w8c4ROqiZpJVhfBA3m";"Young Thug";"Hot (Remix) [feat. Gunna and Travis Scott]";"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap";"Pop";"So Much Fun (Deluxe)";"G";279906;67;0,188;0,216;0,0806;0;0,631;111,983;4;-8,206;0,845;0,545
"7v4pPS4A7NgY7bxFA3Etv3";"CORPSE";"HOT DEMON B!TCHES NEAR U ! ! !";"viral rap";"Rap";"HOT DEMON B!TCHES NEAR U ! ! !";"G";96000;70;0,00918;0,254;0,224;0;0,764;100,095;4;-4,054;0,788;0,841
"6QDbGdbJ57Mtkflsg42WV5";"Van Halen";"Hot for Teacher - 2015 Remaster";"album rock, classic rock, hard rock, metal, rock";"Rock";"1984 (Remastered)";"D";282746;64;0,000652;0,15;0,0637;0,00025;0,947;127,631;4;-4,671;0,552;0,465
"4FZxG3zH6XrayF2ZZxIAW7";"Mumford & Sons";"Hot Gates";"modern folk rock, stomp and holler, uk americana";"Rock";"Wilder Mind";"C";289546;37;0,328;0,0324;0,0773;0,27;0,392;135,773;4;-11,264;0,49;0,0501
"6jRq8gaZhMUyy5RclRPcAf";"blackbear";"hot girl bummer";"pop, pop rap";"Pop";"everything means nothing";"Fs";188343;75;0,125;0,0767;0,385;0;0,559;129,992;1;-7,106;0,782;0,685
"5N1o6d8zGcSZSeMFkOUQOk";"Megan Thee Stallion";"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)";"dance pop, houston rap, pop, rap, trap queen";"Pop";"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)";"C";199427;62;0,00485;0,155;0,214;1,96e-06;0,814;98,985;4;-4,568;0,872;0,57
"3Z7CaxQkqbIs1rewKi6v4W";"Tiësto";"Hot In It";"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house";"Pop";"Hot In It";"G";129817;76;0,00445;0,177;0,0413;1,33e-06;0,841;123,045;4;-5,08;0,748;0,717
"19gEmPjfqSZT0ulDRfjl0m";"Bobby Shmurda";"Hot N*gga";"nyc rap, pop rap, rap, southern hip hop, trap";"Pop";"Hot N*gga";"A";194561;69;0,0505;0,42;0,0562;1,81e-06;0,51;167,879;4;-7,314;0,794;0,18
"4Q3HHwkLVwHrSVad0RUz3V";"Wiz Khalifa";"Hot Now";"dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap";"Pop";"Rolling Papers 2";"Cs";226272;42;0,0379;0,388;0,377;0;0,613;154,913;4;-5,161;0,822;0,301
"6B8MM3PVQtUbZLay7tP7er";"NCT DREAM";"Hot Sauce";"k-pop, k-pop boy group";"Pop";"Hot Sauce - The 1st Album";"Fs";195813;64;0,0127;0,0788;0,285;0;0,926;100,034;4;-1,627;0,769;0,551
"3uJFmluXzYedoJcvhpC1AW";"Cardi B";"Hot Shit (feat. Ye & Lil Durk)";"dance pop, pop, rap";"Pop";"Hot Shit (feat. Ye & Lil Durk)";"A";211649;69;0,00152;0,225;0,0753;0;0,685;157,003;4;-5,28;0,878;0,523
"00ko9WaS4jOX1kEk3gvHjf";"Chance the Rapper";"Hot Shower";"chicago rap, conscious hip hop, hip hop, pop rap, rap";"Pop";"The Big Day";"A";225923;57;0,00157;0,387;0,0573;0;0,509;150,001;4;-8,04;0,899;0,599
"00ETaeHUQ6lops3oWU1Wrt";"Kygo";"Hot Stuff";"edm, pop, pop dance, tropical house";"Pop";"Hot Stuff";"F";199007;62;0,019;0,148;0,11;1,28e-06;0,773;119,961;4;-5,749;0,681;0,429
"3JJL91ilRV6fXhKqu0FGXs";"Tyler, The Creator";"HOT WIND BLOWS (feat. Lil Wayne)";"hip hop, rap";"HipHop";"CALL ME IF YOU GET LOST";"G";155292;65;0,601;0,402;0,482;0;0,75;173,456;4;-5,382;0,371;0,729
"0m6M0TRGs7dOqZAryYcwiH";"Felix Jaehn";"Hot2Touch";"dance pop, edm, electro house, german dance, pop, pop dance, tropical house";"Pop";"I";"Cs";160825;53;0,000754;0,0404;0,155;3,23e-05;0,718;121,993;4;-5,289;0,751;0,854
"0JzG1wJuB4v9UPkSE7LMXi";"Montell Fish";"Hotel";"pittsburgh rap, pop";"Pop";"Hotel";"C";197333;72;0,752;0,0363;0,592;0,0167;0,427;180,345;4;-8,739;0,228;0,192
"7Fmcaq4o4eTJ4duXS27Dl7";"Kid Ink";"Hotel (feat. Chris Brown)";"dance pop, pop rap, rap, southern hip hop, trap";"Pop";"Full Speed (Expanded Edition)";"As";218880;52;0,00521;0,173;0,194;0;0,575;102,858;4;-7,004;0,774;0,665
"40riOy7x9W7GXjyGp4pjAv";"Eagles";"Hotel California - 2013 Remaster";"album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, soft rock, yacht rock";"Rock";"Hotel California (2013 Remaster)";"D";391376;80;0,00574;0,027;0,0575;0,000494;0,508;147,125;4;-9,484;0,579;0,609
"1qA7crrPzO702kDZgRAhyk";"Quavo";"HOTEL LOBBY (Unc & Phew) - A COLORS SHOW";"atl hip hop, melodic rap, rap, trap";"HipHop";"HOTEL LOBBY (Unc & Phew) - A COLORS SHOW";"As";165580;68;0,041;0,197;0,204;0;0,548;127,958;4;-6,59;0,859;0,112
"0wwPcA6wtMf6HUMpIRdeP7";"Drake";"Hotline Bling";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Views";"D";267066;74;0,00258;0,0551;0,0504;0,00019;0,628;134,966;4;-7,863;0,891;0,552
"5eTNdkstwKaNahHf41fJ9u";"Dua Lipa";"Hotter Than Hell";"dance pop, pop, uk pop";"Pop";"Dua Lipa (Deluxe)";"Ds";187957;62;0,011;0,0908;0,0584;0;0,868;110,127;4;-4,23;0,532;0,529
"3lay6f81Lhy0qp2Uvp4cNJ";"KSI";"Houdini (feat. Swarmz & Tion Wayne)";"uk hip hop";"HipHop";"Houdini (feat. Swarmz & Tion Wayne)";"As";169354;48;0,000415;0,243;0,129;2,34e-05;0,519;100,453;4;-8,054;0,572;0,704
"1XJ9pFMafd9GB3cnb2V3yq";"Disclosure";"Hourglass";"edm, house, pop, uk dance";"Pop";"Caracal (Deluxe)";"G";324240;40;0,00308;0,172;0,102;0,00573;0,82;122,065;4;-5,702;0,707;0,505
"0sSRLXxknVTQDStgU1NqpY";"Drake";"Hours In Silence";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Her Loss";"Fs";399153;73;0,234;0,119;0,267;0;0,403;118,352;4;-11,106;0,501;0,111
"25SaEmU5GHzcP1kTaTS8FZ";"David Zowie";"House Every Weekend - Radio Edit";"house, uk house";"House";"House Every Weekend (Radio Edit)";"C";182767;43;0,324;0,0673;0,102;0;0,574;122,053;4;-7,061;0,791;0,406
"2DgdHcjWmO3qd50RzuBLgZ";"Panic! At The Disco";"House of Memories";"modern rock";"Rock";"Death of a Bachelor";"B";208706;79;0,00272;0,0335;0,0486;0;0,817;109,952;4;-5,051;0,506;0,506
"1TwLKNsCnhi1HxbIi4bAW0";"Sam Hunt";"House Party";"contemporary country, country, country pop, country road";"Pop";"Montevallo";"Gs";190240;66;0,113;0,0514;0,026;0;0,861;103,966;4;-5,251;0,747;0,859
"58TaFP5j5i9swOf584yon2";"Travis Scott";"HOUSTONFORNICATION";"rap, slap house";"Rap";"ASTROWORLD";"C";217828;65;0,0985;0,0836;0,158;0;0,723;160,042;4;-4,052;0,689;0,288
"5CLMG0eAitcBauIR8zPukZ";"Lil Baby";"How";"atl hip hop, atl trap, rap, trap";"HipHop";"My Turn (Deluxe)";"D";181999;48;0,00168;0,455;0,0941;0;0,487;80,325;4;-8,208;0,582;0,308
"7imoBby4vtL89NSg6GolMD";"Sevyn Streeter";"How Bad Do You Want It (Oh Yeah)";"alternative r&b, dance pop, hip pop, pop r&b, pop rap, r&b, trap queen, urban contemporary";"Pop";"Furious 7: Original Motion Picture Soundtrack";"G";224738;46;0,0151;0,0901;0,493;0,00184;0,87;139,841;4;-2,599;0,519;0,53
"5LQxAp0ZqRpKcfwPHS0xHb";"Florence + The Machine";"How Big, How Blue, How Beautiful";"baroque pop, pop, uk alternative pop";"Pop";"How Big, How Blue, How Beautiful (Deluxe)";"G";334817;44;0,605;0,0324;0,177;0,000616;0,539;129,808;4;-4,941;0,372;0,0825
"4n4BflhWjCHIxrI4v7Xt9s";"Drake";"How Bout Now";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Care Package";"Cs";235566;62;0,205;0,23;0,219;0;0,404;122,062;4;-8,364;0,789;0,472
"7H0NHzIEzCoIENLC2o8Obj";"Quavo";"HOW BOUT THAT?";"atl hip hop, melodic rap, rap, trap";"HipHop";"QUAVO HUNCHO";"Ds";160644;43;0,00525;0,148;0,184;0;0,819;145,016;4;-4,302;0,827;0,325
"22mek4IiqubGD9ctzxc69s";"Calvin Harris";"How Deep Is Your Love";"dance pop, edm, electro house, house, pop, progressive house, uk dance";"Pop";"How Deep Is Your Love";"B";212640;73;0,0392;0,0731;0,388;0,00169;0,868;122,003;4;-4,373;0,738;0,336
"32iPykTXUNZ9oGyACGUybq";"Offset";"How Did I Get Here (feat. J. Cole)";"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap, viral rap";"Pop";"FATHER OF 4";"D";276794;51;0,507;0,233;0,08;1,6e-06;0,544;129,993;4;-7,92;0,883;0,114
"2Ghp894n1laIf2w98VeAOJ";"The Weeknd";"How Do I Make You Love Me?";"canadian contemporary r&b, canadian pop, pop";"Pop";"Dawn FM";"G";214214;68;0,0203;0,0737;0,085;2,37e-05;0,498;121,006;4;-7,927;0,805;0,636
"5hnGrTBaEsdukpDF6aZg8a";"Dean Lewis";"How Do I Say Goodbye";"australian pop, pop";"Pop";"How Do I Say Goodbye";"Gs";163603;81;0,214;0,0674;0,0656;0;0,641;81,552;4;-6,303;0,4;0,393
"6b2RcmUt1g9N9mQ3CbjX2Y";"Sam Smith";"How Do You Sleep?";"pop, uk pop";"Pop";"How Do You Sleep?";"Cs";202204;70;0,153;0,0925;0,0763;0;0,682;110,567;5;-4,931;0,477;0,345
"5EbX5xL3O2xT8FxCpYzgUO";"Alessia Cara";"How Far I'll Go - From ""Moana""";"canadian contemporary r&b, canadian pop, dance pop, electropop, pop, post-teen pop";"Pop";"How Far I'll Go (From ""Moana"")";"A";175517;61;0,155;0,352;0,0727;0,000265;0,544;180,979;4;-9,621;0,309;0,16
"6wmAHw1szh5RCKSRjiXhPe";"Charlie Puth";"How Long";"dance pop, pop, viral pop";"Pop";"Voicenotes";"Cs";200853;69;0,211;0,0778;0,0383;3,49e-06;0,561;109,974;4;-5,253;0,845;0,811
"4tQcyj5488alHT1ZgFduzn";"Kendrick Lamar";"How Much A Dollar Cost";"conscious hip hop, hip hop, rap, west coast rap";"HipHop";"To Pimp A Butterfly";"Cs";261746;58;0,415;0,198;0,135;0;0,729;87,948;4;-4,747;0,624;0,334
"4qUtC2BwFC154Ha8YQRrkk";"Lana Del Rey";"How to disappear";"art pop, pop";"Pop";"Norman Fucking Rockwell!";"A";228071;69;0,613;0,0352;0,164;0,000631;0,304;78,997;3;-11,79;0,538;0,065
